name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,Country
Frontier Mountain 95043,10728,Valid,L6,5.7,Found,01/01/1995 12:00:00 AM,-72.95139,160.50888999999998,"-72.95139, 160.50889",
Frontier Mountain 95045,10730,Valid,H6,6.1,Found,01/01/1995 12:00:00 AM,-72.95133,160.51667,"-72.95133, 160.51667",
Frontier Mountain 95047,10732,Valid,H5,3.6,Found,01/01/1995 12:00:00 AM,-72.987,160.40733,"-72.987, 160.40733",
Frontier Mountain 95048,10733,Valid,L3,3.5,Found,01/01/1995 12:00:00 AM,-72.95833,160.50316999999998,"-72.95833, 160.50317",
Frontier Mountain 97001,10734,Valid,L5,4.8,Found,01/01/1997 12:00:00 AM,-72.95333000000001,160.48083,"-72.95333, 160.48083",
Frontier Mountain 97002,10735,Valid,CV3,0.3,Found,01/01/1997 12:00:00 AM,-72.95333000000001,160.48389,"-72.95333, 160.48389",
Frontier Mountain 97004,10737,Valid,L6,5.1,Found,01/01/1997 12:00:00 AM,-72.955,160.44138999999998,"-72.955, 160.44139",
Frontier Mountain 97005,10738,Valid,L5,1.0,Found,01/01/1997 12:00:00 AM,-72.95278,160.43917,"-72.95278, 160.43917",
Frontier Mountain 97006,10739,Valid,H6,1.6,Found,01/01/1997 12:00:00 AM,-72.95361,160.44083,"-72.95361, 160.44083",
Frontier Mountain 97007,10740,Valid,L6,2.3,Found,01/01/1997 12:00:00 AM,-72.95278,160.44028,"-72.95278, 160.44028",
Frontier Mountain 97008,10741,Valid,H4/5,14.9,Found,01/01/1997 12:00:00 AM,-72.95278,160.44083,"-72.95278, 160.44083",
Frontier Mountain 97009,10742,Valid,H5,0.8,Found,01/01/1997 12:00:00 AM,-72.95333000000001,160.44028,"-72.95333, 160.44028",
Frontier Mountain 97010,10743,Valid,L4,23.1,Found,01/01/1997 12:00:00 AM,-72.95306,160.4825,"-72.95306, 160.4825",
Frontier Mountain 97011,10744,Valid,L6,0.8,Found,01/01/1997 12:00:00 AM,-72.95222,160.50333,"-72.95222, 160.50333",
Frontier Mountain 97012,10745,Valid,H5,0.2,Found,01/01/1997 12:00:00 AM,-72.95278,160.44138999999998,"-72.95278, 160.44139",
Frontier Mountain 97013,10746,Valid,Ureilite,21.4,Found,01/01/1997 12:00:00 AM,-72.95361,160.44611,"-72.95361, 160.44611",
Frontier Mountain 97015,10747,Valid,H6,0.7,Found,01/01/1997 12:00:00 AM,-72.95306,160.4475,"-72.95306, 160.4475",
Frontier Mountain 97016,10748,Valid,H6,5.1,Found,01/01/1997 12:00:00 AM,-72.9525,160.445,"-72.9525, 160.445",
Frontier Mountain 97019,10749,Valid,L6,1.4,Found,01/01/1997 12:00:00 AM,-72.95167,160.455,"-72.95167, 160.455",
Frontier Mountain 97020,10750,Valid,H6,6.0,Found,01/01/1997 12:00:00 AM,-72.95167,160.45917,"-72.95167, 160.45917",
Frontier Mountain 97022,10751,Valid,H5,2.9,Found,01/01/1997 12:00:00 AM,-72.94944,160.465,"-72.94944, 160.465",
Frontier Mountain 97023,10752,Valid,H4,2.5,Found,01/01/1997 12:00:00 AM,-72.95389,160.44833,"-72.95389, 160.44833",
Frontier Mountain 97024,10753,Valid,H4/5,16.1,Found,01/01/1997 12:00:00 AM,-72.95333000000001,160.5225,"-72.95333, 160.5225",
Frontier Mountain 97027,10756,Valid,H6,20.5,Found,01/01/1997 12:00:00 AM,-72.95222,160.51778000000002,"-72.95222, 160.51778",
Frontier Mountain 97029,10758,Valid,H5,26.1,Found,01/01/1997 12:00:00 AM,-72.955,160.52806,"-72.955, 160.52806",
Frontier Mountain 97031,10760,Valid,H6,1.9,Found,01/01/1997 12:00:00 AM,-72.95333000000001,160.52222,"-72.95333, 160.52222",
Frontier Mountain 97032,10761,Valid,H6,13.1,Found,01/01/1997 12:00:00 AM,-72.9525,160.52028,"-72.9525, 160.52028",
Frontier Mountain 97033,10762,Valid,H4/5,29.1,Found,01/01/1997 12:00:00 AM,-72.95361,160.50528,"-72.95361, 160.50528",
Frontier Mountain 97034,10763,Valid,L6,3.8,Found,01/01/1997 12:00:00 AM,-72.94944,160.51221999999999,"-72.94944, 160.51222",
Frontier Mountain 97035,10764,Valid,H5,5.1,Found,01/01/1997 12:00:00 AM,-72.96778,160.4775,"-72.96778, 160.4775",
Frontier Mountain 97036,10765,Valid,H5,1.0,Found,01/01/1997 12:00:00 AM,-72.98944,160.4125,"-72.98944, 160.4125",
Frontier Mountain 97037,10766,Valid,H4,0.6,Found,01/01/1997 12:00:00 AM,-72.98889,160.40722,"-72.98889, 160.40722",
Frontier Mountain 97041,10770,Valid,H4,7.8,Found,01/01/1997 12:00:00 AM,-72.98833,160.40667,"-72.98833, 160.40667",
Frontier Mountain 97044,10773,Valid,H4,8.9,Found,01/01/1997 12:00:00 AM,-72.98944,160.4075,"-72.98944, 160.4075",
Frontier Mountain 97045,10774,Valid,Eucrite-pmict,14.9,Found,01/01/1997 12:00:00 AM,-72.98861,160.40694,"-72.98861, 160.40694",
Frontier Mountain 97046,10775,Valid,H6,3.4,Found,01/01/1997 12:00:00 AM,-72.98971999999999,160.40583,"-72.98972, 160.40583",
Frontier Mountain 97047,10776,Valid,H4,0.8,Found,01/01/1997 12:00:00 AM,-72.98666999999999,160.40861,"-72.98667, 160.40861",
Frontier Mountain 97048,10777,Valid,H4,1.0,Found,01/01/1997 12:00:00 AM,-72.98971999999999,160.40944,"-72.98972, 160.40944",
Frontier Mountain 97050,10779,Valid,H4,1.8,Found,01/01/1997 12:00:00 AM,-72.98861,160.40888999999999,"-72.98861, 160.40889",
Frontier Mountain 97052,10781,Valid,L5,12.4,Found,01/01/1997 12:00:00 AM,-72.955,160.43389,"-72.955, 160.43389",
Frontier Mountain 97053,10782,Valid,H5,11.3,Found,01/01/1997 12:00:00 AM,-72.95333000000001,160.47778,"-72.95333, 160.47778",
Frontier Mountain 97054,10783,Valid,H6,1.8,Found,01/01/1997 12:00:00 AM,-72.98971999999999,160.40888999999999,"-72.98972, 160.40889",
Frontier Mountain 97055,10784,Valid,H5,9.1,Found,01/01/1997 12:00:00 AM,-72.98917,160.40556,"-72.98917, 160.40556",
Frontier Mountain 97056,10785,Valid,L/LL3,1.6,Found,01/01/1997 12:00:00 AM,-72.99056,160.40556,"-72.99056, 160.40556",
Frontier Mountain 97060,10788,Valid,H4,6.1,Found,01/01/1997 12:00:00 AM,-72.99278000000001,160.40444,"-72.99278, 160.40444",
Frontier Mountain 97061,10789,Valid,H4,4.2,Found,01/01/1997 12:00:00 AM,-72.99167,160.40472,"-72.99167, 160.40472",
Frontier Mountain 97062,10790,Valid,H5,5.6,Found,01/01/1997 12:00:00 AM,-72.99417,160.3975,"-72.99417, 160.3975",
Frontier Mountain 97063,10791,Valid,H4/5,3.6,Found,01/01/1997 12:00:00 AM,-72.99139,160.40528,"-72.99139, 160.40528",
Frontier Mountain 97064,10792,Valid,H5,3.5,Found,01/01/1997 12:00:00 AM,-72.99139,160.40444,"-72.99139, 160.40444",
Frontier Mountain 97065,10793,Valid,H6,5.1,Found,01/01/1997 12:00:00 AM,-72.99110999999999,160.40583,"-72.99111, 160.40583",
Frontier Mountain 97066,10794,Valid,H4,1.8,Found,01/01/1997 12:00:00 AM,-72.99028,160.405,"-72.99028, 160.405",
Frontier Mountain 99001,10795,Valid,L6,221.5,Found,01/01/1999 12:00:00 AM,-72.96083,160.31888999999998,"-72.96083, 160.31889",
Frontier Mountain 99002,10796,Valid,H3,1.0,Found,01/01/1999 12:00:00 AM,-72.99444,160.41167,"-72.99444, 160.41167",
Frontier Mountain 99003,10797,Valid,H3,2.2,Found,01/01/1999 12:00:00 AM,-72.99472,160.41083,"-72.99472, 160.41083",
Frontier Mountain 99004,10798,Valid,H4,0.7,Found,01/01/1999 12:00:00 AM,-72.99611,160.42556000000002,"-72.99611, 160.42556",
Frontier Mountain 99005,10799,Valid,H5,3.5,Found,01/01/1999 12:00:00 AM,-72.99306,160.41028,"-72.99306, 160.41028",
Frontier Mountain 99008,10801,Valid,H5/6,123.3,Found,01/01/1999 12:00:00 AM,-72.97667,160.45111,"-72.97667, 160.45111",
Frontier Mountain 99009,10802,Valid,H6,6.3,Found,01/01/1999 12:00:00 AM,-72.94639000000001,160.37833,"-72.94639, 160.37833",
Frontier Mountain 99010,10803,Valid,H5/6,3.5,Found,01/01/1999 12:00:00 AM,-72.96083,160.54583,"-72.96083, 160.54583",
Frontier Mountain 99011,10804,Valid,H6,8.4,Found,01/01/1999 12:00:00 AM,-72.99056,160.39861000000002,"-72.99056, 160.39861",
Frontier Mountain 99012,10805,Valid,H3/4,1.9,Found,01/01/1999 12:00:00 AM,-72.99444,160.40167,"-72.99444, 160.40167",
Frontier Mountain 99013,10806,Valid,H4,10.7,Found,01/01/1999 12:00:00 AM,-72.995,160.4,"-72.995, 160.4",
Frontier Mountain 99015,10808,Valid,H4,4.4,Found,01/01/1999 12:00:00 AM,-72.995,160.40194,"-72.995, 160.40194",
Frontier Mountain 99016,10809,Valid,L5,23.3,Found,01/01/1999 12:00:00 AM,-72.995,160.40167,"-72.995, 160.40167",
Frontier Mountain 99017,10810,Valid,H4,0.9,Found,01/01/1999 12:00:00 AM,-72.99472,160.40167,"-72.99472, 160.40167",
Frontier Mountain 99018,10811,Valid,H4,10.1,Found,01/01/1999 12:00:00 AM,-72.99417,160.39944,"-72.99417, 160.39944",
Frontier Mountain 99019,10812,Valid,H3/4,8.3,Found,01/01/1999 12:00:00 AM,-72.98971999999999,160.39833000000002,"-72.98972, 160.39833",
Frontier Mountain 99020,10813,Valid,H4,0.3,Found,01/01/1999 12:00:00 AM,-72.9925,160.40944,"-72.9925, 160.40944",
Frontier Mountain 99021,10814,Valid,H4,127.9,Found,01/01/1999 12:00:00 AM,-72.97417,160.45361,"-72.97417, 160.45361",
Frontier Mountain 99022,10815,Valid,L5,0.4,Found,01/01/1999 12:00:00 AM,-72.99333,160.41443999999998,"-72.99333, 160.41444",
Frontier Mountain 99023,10816,Valid,H4,0.3,Found,01/01/1999 12:00:00 AM,-72.99194,160.41111,"-72.99194, 160.41111",
Frontier Mountain 99024,10817,Valid,H5/6,0.7,Found,01/01/1999 12:00:00 AM,-72.99333,160.40778,"-72.99333, 160.40778",
Frontier Mountain 99025,10818,Valid,H5,297.8,Found,01/01/1999 12:00:00 AM,-72.98778,160.42167,"-72.98778, 160.42167",
Frontier Mountain 99026,10819,Valid,H3,3.4,Found,01/01/1999 12:00:00 AM,-72.99,160.40861,"-72.99, 160.40861",
Frontier Mountain 99027,10820,Valid,L4,8.2,Found,01/01/1999 12:00:00 AM,-72.95583,160.435,"-72.95583, 160.435",
Frontier Mountain 99028,10821,Valid,L6,771.8,Found,01/01/1999 12:00:00 AM,-72.97972,160.48639,"-72.97972, 160.48639",
Frontier Mountain 99029,10822,Valid,H5,8.1,Found,01/01/1999 12:00:00 AM,-72.985,160.50333,"-72.985, 160.50333",
Frontier Mountain 99030,10823,Valid,Lodranite,4.6,Found,01/01/1999 12:00:00 AM,-72.96361,160.49778,"-72.96361, 160.49778",
Frontier Mountain 99031,10824,Valid,L3,201.6,Found,01/01/1999 12:00:00 AM,-72.9625,160.5675,"-72.9625, 160.5675",
Frontier Mountain 99032,10825,Valid,H6,28.1,Found,01/01/1999 12:00:00 AM,-72.9625,160.56417,"-72.9625, 160.56417",
Frontier Mountain 99033,10826,Valid,H5/6,3.5,Found,01/01/1999 12:00:00 AM,-72.98416999999999,160.48694,"-72.98417, 160.48694",
Frontier Mountain 99034,10827,Valid,H4,1.9,Found,01/01/1999 12:00:00 AM,-72.98889,160.40306,"-72.98889, 160.40306",
Frontier Mountain 99035,10828,Valid,H3/4,3.3,Found,01/01/1999 12:00:00 AM,-72.99,160.40222,"-72.99, 160.40222",
Frontier Mountain 99036,10829,Valid,H3/4,6.1,Found,01/01/1999 12:00:00 AM,-72.98806,160.40389,"-72.98806, 160.40389",
Frontier Mountain 99037,10830,Valid,H4,19.6,Found,01/01/1999 12:00:00 AM,-72.9625,160.57,"-72.9625, 160.57",
Frontier Mountain 99038,10831,Valid,H5,12.1,Found,01/01/1999 12:00:00 AM,-72.97639000000001,160.55111000000002,"-72.97639, 160.55111",
Frontier Mountain 99039,10832,Valid,H6,4.0,Found,01/01/1999 12:00:00 AM,-72.95222,160.56611,"-72.95222, 160.56611",
Frontier Mountain 99040,10833,Valid,CO3,71.40000000000002,Found,01/01/1999 12:00:00 AM,-72.96389,160.55806,"-72.96389, 160.55806",
Fujian,10834,Valid,Iron,,Found,,26.0,119.0,"26.0, 119.0",China 中国
Fukang,34491,Valid,"Pallasite, PMG",1003000.0,Found,01/01/2000 12:00:00 AM,44.43333,87.63333,"44.43333, 87.63333",China 中国
Fukue,10835,Valid,Iron,7.3,Found,01/01/1849 12:00:00 AM,32.7,128.85,"32.7, 128.85",日本 (Japan)
Fuling,10837,Valid,Iron,,Found,01/01/1960 12:00:00 AM,29.7,107.4,"29.7, 107.4",China 中国
Fuzzy Creek,10841,Valid,"Iron, IVA",2700.0,Found,,31.611109999999996,-99.90417,"31.61111, -99.90417",United States of America
Gahanna,10842,Valid,"Iron, IAB-MG",1201.0,Found,01/01/1950 12:00:00 AM,40.01667,-82.86667,"40.01667, -82.86667",United States of America
Gail,10843,Valid,H4,4650.0,Found,01/01/1948 12:00:00 AM,32.7,-101.6,"32.7, -101.6",United States of America
Gaines County Park,10844,Valid,H5,13700.0,Found,01/01/1977 12:00:00 AM,32.83333,-102.73333000000001,"32.83333, -102.73333",United States of America
Galatia,10847,Valid,L6,23900.0,Found,01/01/1971 12:00:00 AM,38.64167,-98.88333,"38.64167, -98.88333",United States of America
Galleta Flat,52414,Valid,H4,392.0,Found,01/01/2009 12:00:00 AM,32.00415,-110.37503000000001,"32.00415, -110.37503",United States of America
Gan Gan,10852,Valid,"Iron, IVA",83000.0,Found,01/01/1984 12:00:00 AM,-42.66667,-68.08333,"-42.66667, -68.08333",Argentina
Gao-Guenie (b),10855,Valid,CR,344.0,Found,01/01/2002 12:00:00 AM,11.65,-2.1833299999999998,"11.65, -2.18333",Burkina Faso
Garabato,10856,Valid,H5,160000.0,Found,01/01/1995 12:00:00 AM,-28.866670000000003,-60.2,"-28.86667, -60.2",Argentina
Garden Head,10857,Valid,"Iron, IAB-sHH",1296.0,Found,01/01/1944 12:00:00 AM,49.81667,-108.46,"49.81667, -108.46",Canada
Gardner Ridge 98400,10858,Valid,L6,77.8,Found,01/01/1998 12:00:00 AM,-86.93333,-148.55,"-86.93333, -148.55",
Garnett,10862,Valid,H4,4788.0,Found,01/01/1938 12:00:00 AM,38.26667,-95.25,"38.26667, -95.25",United States of America
Garraf,10863,Valid,L6,8800.0,Found,01/01/1905 12:00:00 AM,41.26667,1.91667,"41.26667, 1.91667",España
Garrison,10864,Valid,H5,5116.0,Found,01/01/1969 12:00:00 AM,33.86333,-103.34666999999999,"33.86333, -103.34667",United States of America
Gascoyne Junction,10865,Valid,H5,10000.0,Found,01/01/1978 12:00:00 AM,-24.5,115.18333,"-24.5, 115.18333",Australia
Gay Gulch,10867,Valid,"Iron, IAB-sHH",483.0,Found,01/01/1901 12:00:00 AM,63.916669999999996,-139.33333000000002,"63.91667, -139.33333",Canada
Gaylord,10868,Valid,H4,8480.0,Found,01/01/1983 12:00:00 AM,39.61667,-98.7,"39.61667, -98.7",United States of America
Gebel Kamil,52031,Valid,"Iron, ungrouped",1600000.0,Found,01/01/2009 12:00:00 AM,22.01833,26.08778,"22.01833, 26.08778",Egypt / مصر
Genichesk,10871,Valid,L5/6,531.0,Found,01/01/1927 12:00:00 AM,46.7,32.6,"46.7, 32.6",Україна
Geologists Range 85700,10872,Valid,L6,2409.0,Found,01/01/1985 12:00:00 AM,-82.5,155.5,"-82.5, 155.5",
Georgetown,10904,Valid,H6,687.0,Found,01/01/1967 12:00:00 AM,39.7,-105.7,"39.7, -105.7",United States of America
Gerona,10906,Valid,H5,148.0,Found,01/01/1899 12:00:00 AM,41.96667,2.8166700000000002,"41.96667, 2.81667",España
Gerzeh,10907,Valid,Iron,,Found,01/01/1911 12:00:00 AM,29.316670000000002,31.28333,"29.31667, 31.28333",Egypt / مصر
Ghéizel,10908,Valid,H4,375.0,Found,01/01/1988 12:00:00 AM,29.65972,20.08611,"29.65972, 20.08611",Libya / ليبيا
Gheriat 001,10909,Valid,H5,20.8,Found,01/01/1990 12:00:00 AM,30.65833,12.30667,"30.65833, 12.30667",Libya / ليبيا
Gheriat 002,10910,Valid,L6,1125.0,Found,01/01/1990 12:00:00 AM,30.50667,12.215,"30.50667, 12.215",Libya / ليبيا
Ghubara,10911,Valid,L5,1750000.0,Found,01/01/1954 12:00:00 AM,19.22778,56.14278,"19.22778, 56.14278",سلطنة عُمان Oman
Gibeon,10912,Valid,"Iron, IVA",26000000.0,Found,01/01/1836 12:00:00 AM,-25.5,18.0,"-25.5, 18.0",Namibia
Gibson,10913,Valid,Lodranite,67.1,Found,01/01/1991 12:00:00 AM,-33.68333,121.8,"-33.68333, 121.8",Australia
Gila Bend,30664,Valid,L5,3700.0,Found,01/01/2000 12:00:00 AM,33.03333,-112.61667,"33.03333, -112.61667",United States of America
Gilgoin,10915,Valid,H5,147000.0,Found,01/01/1889 12:00:00 AM,-30.383329999999997,147.2,"-30.38333, 147.2",Australia
Gilzem,10916,Valid,H5,436.0,Found,01/01/1987 12:00:00 AM,49.87361,6.50556,"49.87361, 6.50556",Deutschland
Giroux,10918,Valid,"Pallasite, PMG",4275.0,Found,01/01/1954 12:00:00 AM,49.61667,-96.55,"49.61667, -96.55",Canada
Gladstone (iron),10920,Valid,"Iron, IAB-MG",736600.0,Found,01/01/1915 12:00:00 AM,-23.9,151.3,"-23.9, 151.3",Australia
Gladstone (stone),10921,Valid,H4,57300.0,Found,01/01/1936 12:00:00 AM,36.3,-104.0,"36.3, -104.0",United States of America
Glasgow,10927,Valid,"Iron, IIIAB",20400.0,Found,01/01/1922 12:00:00 AM,37.01667,-85.91667,"37.01667, -85.91667",United States of America
Glasston,10928,Valid,L5,1990.0,Found,01/01/1969 12:00:00 AM,48.71667,-97.3,"48.71667, -97.3",United States of America
Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000.0,Found,01/01/1934 12:00:00 AM,32.25,-97.71667,"32.25, -97.71667",United States of America
Glenormiston,10933,Valid,"Iron, ungrouped",40800.0,Found,01/01/1925 12:00:00 AM,-22.9,138.71667,"-22.9, 138.71667",Australia
Glenrothes,10934,Valid,H5,13.0,Found,01/01/1998 12:00:00 AM,56.25,-3.16667,"56.25, -3.16667",United Kingdom
Glorieta Mountain,10935,Valid,"Pallasite, PMG-an",148000.0,Found,01/01/1884 12:00:00 AM,35.6,-105.8,"35.6, -105.8",United States of America
Gnowangerup,10937,Valid,"Iron, IIIAB",33600.0,Found,01/01/1976 12:00:00 AM,-34.0,118.1,"-34.0, 118.1",Australia
Goalpara,10938,Valid,Ureilite,2700.0,Found,01/01/1868 12:00:00 AM,26.16667,90.6,"26.16667, 90.6",India
Gobabeb,10939,Valid,H4,27000.0,Found,01/01/1969 12:00:00 AM,-23.55,15.03333,"-23.55, 15.03333",Namibia
Gold Basin,10940,Valid,L4,61000.0,Found,01/01/1995 12:00:00 AM,35.875,-114.23333000000001,"35.875, -114.23333",United States of America
Golden Mile,10941,Valid,H4,378.8,Found,01/01/2000 12:00:00 AM,35.89,-114.16667,"35.89, -114.16667",United States of America
Golden Rule,10942,Valid,L5,797.6,Found,01/01/1999 12:00:00 AM,35.873329999999996,-114.2,"35.87333, -114.2",United States of America
Goldstone Dry Lake,10943,Valid,H6,1.1,Found,01/01/1999 12:00:00 AM,35.373329999999996,-116.90833,"35.37333, -116.90833",United States of America
Gomez,10944,Valid,L6,47000.0,Found,01/01/1974 12:00:00 AM,33.18139,-102.40139,"33.18139, -102.40139",United States of America
Goodland,10945,Valid,L4,3628.0,Found,01/01/1923 12:00:00 AM,39.35,-101.66667,"39.35, -101.66667",United States of America
Goose Creek,10946,Valid,H5,2132.3,Found,01/01/1999 12:00:00 AM,37.435,-98.31833,"37.435, -98.31833",United States of America
Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500.0,Found,01/01/1938 12:00:00 AM,41.98,-120.54167,"41.98, -120.54167",United States of America
Goronyo,34019,Valid,H4,11000.0,Found,01/01/2001 12:00:00 AM,13.266670000000001,5.4,"13.26667, 5.4",Nigeria
Gourara,30665,Valid,H6,1272.0,Found,01/01/2002 12:00:00 AM,29.75883,1.88467,"29.75883, 1.88467",الجزائر
Gove,52859,Relict,Relict iron,0.0,Found,01/01/1979 12:00:00 AM,-12.26333,136.83833,"-12.26333, 136.83833",Australia
Governador Valadares,10950,Valid,Martian (nakhlite),158.0,Found,01/01/1958 12:00:00 AM,-18.85,-41.95,"-18.85, -41.95",Brasil
Grady (1933),10951,Valid,L3-6,4230.0,Found,01/01/1933 12:00:00 AM,34.8,-103.31667,"34.8, -103.31667",United States of America
Granada Creek,10954,Valid,H,479.0,Found,01/01/1975 12:00:00 AM,37.96667,-102.33333,"37.96667, -102.33333",United States of America
Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,01/01/1883 12:00:00 AM,42.96667,-85.76666999999999,"42.96667, -85.76667",United States of America
Grandview,47730,Valid,L5,6400.0,Found,01/01/2008 12:00:00 AM,32.788333,-101.938333,"32.788333, -101.938333",United States of America
Grant,10957,Valid,"Iron, IIIAB",525000.0,Found,01/01/1929 12:00:00 AM,35.16667,-107.88333,"35.16667, -107.88333",United States of America
Grant County,10958,Valid,L6,2300.0,Found,01/01/1936 12:00:00 AM,37.46667,-101.43333,"37.46667, -101.43333",United States of America
Grassland,10959,Valid,L4,4400.0,Found,01/01/1964 12:00:00 AM,33.11667,-101.58333,"33.11667, -101.58333",United States of America
Graves Nunataks 95200,10960,Valid,L5,25066.1,Found,01/01/1995 12:00:00 AM,-86.71667,-141.5,"-86.71667, -141.5",
Grayton,11177,Valid,H5,11300.0,Found,01/01/1983 12:00:00 AM,30.31167,-86.16667,"30.31167, -86.16667",United States of America
Great Bear Lake,11179,Valid,H6,40.0,Found,01/01/1936 12:00:00 AM,66.0,-120.0,"66.0, -120.0",Canada
Great Bend,11180,Valid,H6,28770.0,Found,01/01/1983 12:00:00 AM,38.395,-98.91583,"38.395, -98.91583",United States of America
Great Sand Sea 001,11181,Valid,L6,130.0,Found,01/01/1991 12:00:00 AM,26.2,25.66667,"26.2, 25.66667",Egypt / مصر
Great Sand Sea 002,11182,Valid,L6,135.0,Found,01/01/1991 12:00:00 AM,25.5,25.41667,"25.5, 25.41667",Egypt / مصر
Great Sand Sea 003,11183,Valid,Iron,110.0,Found,01/01/1991 12:00:00 AM,26.05,25.66667,"26.05, 25.66667",Egypt / مصر
Great Sand Sea 004,11184,Valid,LL6,580.0,Found,01/01/1994 12:00:00 AM,25.59306,25.52778,"25.59306, 25.52778",Egypt / مصر
Great Sand Sea 005,11185,Valid,L6,80.0,Found,01/01/1995 12:00:00 AM,25.816110000000002,25.914170000000002,"25.81611, 25.91417",Egypt / مصر
Great Sand Sea 006,11186,Valid,L6,45.0,Found,01/01/1995 12:00:00 AM,26.765559999999997,26.32361,"26.76556, 26.32361",Egypt / مصر
Great Sand Sea 007,11187,Valid,H6,1450.0,Found,01/01/1996 12:00:00 AM,26.91028,26.151670000000003,"26.91028, 26.15167",Egypt / مصر
Great Sand Sea 008,11188,Valid,LL3-6,450.0,Found,01/01/1996 12:00:00 AM,26.594440000000002,25.622220000000002,"26.59444, 25.62222",Egypt / مصر
Great Sand Sea 009,11189,Valid,H5,414.0,Found,01/01/1996 12:00:00 AM,27.030559999999998,26.67444,"27.03056, 26.67444",Egypt / مصر
Great Sand Sea 019,11190,Valid,LL6,12000.0,Found,01/01/1999 12:00:00 AM,25.53667,25.65778,"25.53667, 25.65778",Egypt / مصر
Great Sand Sea 020,11191,Valid,H,5420.0,Found,01/01/2000 12:00:00 AM,26.01667,25.73333,"26.01667, 25.73333",Egypt / مصر
Great Sand Sea 021,11192,Valid,L5,1416.0,Found,01/01/2002 12:00:00 AM,28.10567,25.54017,"28.10567, 25.54017",Egypt / مصر
Great Sand Sea 022,44883,Valid,H6,0.9,Found,01/01/1994 12:00:00 AM,25.91667,25.66667,"25.91667, 25.66667",Egypt / مصر
Great Sand Sea 023,44884,Valid,H5,1.5,Found,01/01/1996 12:00:00 AM,25.16667,25.66667,"25.16667, 25.66667",Egypt / مصر
Great Sand Sea 024,44885,Valid,H5,7.8,Found,01/01/1996 12:00:00 AM,25.283170000000002,25.60833,"25.28317, 25.60833",Egypt / مصر
Great Sand Sea 025,44886,Valid,L5,10.9,Found,01/01/2005 12:00:00 AM,25.3735,25.70617,"25.3735, 25.70617",Egypt / مصر
Great Sand Sea 026,49490,Valid,H6,100.0,Found,01/01/2007 12:00:00 AM,28.18917,25.62167,"28.18917, 25.62167",Egypt / مصر
Great Sand Sea 030,50999,Valid,H6,51.33,Found,01/01/2006 12:00:00 AM,26.37817,26.8505,"26.37817, 26.8505",Egypt / مصر
Great Sand Sea 031,51000,Valid,H5,62.26,Found,01/01/2006 12:00:00 AM,25.43617,25.4865,"25.43617, 25.4865",Egypt / مصر
Great Sand Sea 032,51057,Valid,Acapulcoite,8.3,Found,01/01/2006 12:00:00 AM,26.18667,25.45567,"26.18667, 25.45567",Egypt / مصر
Great Sand Sea 035,51003,Valid,H5/6,40.94,Found,01/01/2007 12:00:00 AM,26.616670000000003,26.19933,"26.61667, 26.19933",Egypt / مصر
Great Sand Sea 036,51004,Valid,H5,128.91,Found,01/01/2007 12:00:00 AM,26.625329999999998,26.19833,"26.62533, 26.19833",Egypt / مصر
Great Sand Sea 037,51005,Valid,H4,66.94,Found,01/01/2007 12:00:00 AM,26.77133,26.54283,"26.77133, 26.54283",Egypt / مصر
Great Sand Sea 038,51006,Valid,H5,146.04,Found,01/01/2007 12:00:00 AM,26.82583,27.142329999999998,"26.82583, 27.14233",Egypt / مصر
Great Sand Sea 039,51007,Valid,H5,128.63,Found,01/01/2007 12:00:00 AM,26.8235,27.1415,"26.8235, 27.1415",Egypt / مصر
Great Sand Sea 040,53618,Valid,LL5,15.0,Found,01/01/2010 12:00:00 AM,26.32733,27.33667,"26.32733, 27.33667",Egypt / مصر
Great Sand Sea 041,56302,Valid,H5,6.5,Found,01/01/2010 12:00:00 AM,25.34583,25.498,"25.34583, 25.498",Egypt / مصر
Greaterville,11193,Valid,L4,48.0,Found,01/01/1995 12:00:00 AM,31.761670000000002,-110.75,"31.76167, -110.75",United States of America
